pmid	title	abstract	journal	year	pmc	eligible
40696559	Exploring Immunogenetic Mechanisms in Parkinson's Disease Using Single-Cell Transcriptomics and Mendelian Randomization.	Parkinson's disease (PD) is a prevalent neurodegenerative disorder characterized by the progressive loss of dopaminergic neuron. Although the role of immunity in PD has been increasingly recognized, the immunogenetic mechanisms underpinning its progression remain largely unresolved. We employed an integrative approach combining Mendelian randomization (MR), expression quantitative trait loci analy	Current pharmaceutical biotechnology	2025		True
40705138	Application of Mendelian randomization and bioinformatic analysis to construct a prognostic model for thyroid cancer and perform pan-cancer analysis.	This study aimed to identify causal effects and potential molecular mechanisms of genes associated with THCA development. Bioinformatic analyses were performed to identify differentially expressed genes (DEGs) associated with THCA. Subsequently, Mendelian randomization (MR) analysis was conducted using large-scale eQTL data and THCA GWAS summary statistics to screen for candidate genes. The inters	Discover oncology	2025	PMC12290152	False
40715499	Exploration of potential therapeutic target genes for preeclampsia through genetic analysis.	Preeclampsia (PE) is a prevalent and severe pregnancy-related complication, for which effective intervention targets remain limited, posing significant risks to maternal and fetal health. This study aimed to identify potential therapeutic target genes through genetic analyses. Specifically, we utilized cis-expression quantitative trait loci (cis-eQTL) of druggable genes derived from blood samples 	Journal of human hypertension	2025		True
40716288	Therapeutic targets in lung diseases identified through single-cell analysis and mendelian randomization.	The global rise in lung diseases necessitates identification of therapeutic targets, yet systematic studies integrating diverse pathologies and lung function traits to uncover causal targets remain limited. To identify causal therapeutic targets across 12 lung traits (10 diseases, 2 functional measures: Forced Vital Capacity [FVC] and the FEV1/FVC ratio) and validate their genetic roles. Single-ce	Heart &amp; lung : the journal of critical care	2025		True
40728677	Associations of genetic proxies for non-steroidal anti-inflammatory drugs with increased kidney stone risk: a Mendelian randomization study.	Kidney stones are increasingly common globally, and drug-induced kidney stones are often under-recognized. Non-steroidal anti-inflammatory drugs (NSAIDs) are widely used, and their potential link to kidney stones is an area of concern. The aim of this study is to explore the potential relationship between NSAIDs and kidney stones using Mendelian randomization (MR). NSAIDs target genes were identif	Inflammopharmacology	2025	PMC12397129	False
40729369	Identification of hub gene associated with colorectal cancer: Integrating Mendelian randomization, transcriptome analysis and experimental verification.	Colorectal cancer (CRC) is a prevalent malignancy with significant mortality rates globally. Understanding the genetic and molecular mechanisms underlying CRC development is crucial for improving therapeutic strategies. In this study, we utilized cis-eQTL summary data to identify genes potentially causally associated with CRC. The expression levels of candidate genes in tumor and normal tissues we	PLoS genetics	2025	PMC12349882	False
40731231	Impact of fatty acid desaturase 1 (FADS1) on chronic kidney disease via very low-density lipoprotein: A drug target-related mediation Mendelian randomization study.	Chronic kidney disease (CKD) is a globally prevalent condition and still lacks effective specific medications. Metabolic dysregulation plays a crucial role in CKD. To Identify new potential targets for CKD through metabolites and their regulatory genes. A total of 233 metabolites from the genome-wide association studies (GWAS) Catalog were utilized for Mendelian randomization (MR) with CKD. Extern	Journal of clinical lipidology	2025		False
40760609	Mendelian randomization reveals causal circulatory microRNAs in prostate cancer pathogenesis and prognosis.	Prostate cancer (PCa) lacks precise diagnostic tools, necessitating noninvasive biomarkers. MicroRNAs (miRNAs) show promise due to fluid stability and oncogenic regulation. Using 2-sample Mendelian randomization (MR), we analyzed plasma miRNA expression quantitative trait loci (eQTLs) from discovery and validation cohorts. Cis-acting eQTLs served as instrumental variables, with causal effects asse	Medicine	2025	PMC12323976	True
40760788	Causal Association Between Immune Cell Traits and Risk of Multiple Malignant and Nonmalignant CNS Diseases: A Mendelian Randomization and Single-Cell Transcriptomic Analysis.	The influence of immune cell traits (ICTs) on the onset of multiple brain diseases has been previously investigated; however, it is limited by the sample size or colocalization evidence. Besides, the impact remains inconclusive. We performed a Mendelian randomization (MR) study to elucidate the causal correlation between significant ICTs and diverse brain disorders and explored the biomarkers link	Brain and behavior	2025	PMC12321959	False
40768106	Systematic druggable genome-wide Mendelian randomization identifies therapeutic targets for calcium pyrophosphate deposition disease.	There are no effective pharmacological treatments for calcium pyrophosphate deposition (CPPD) disease. We aim to identify potential therapeutic targets for CPPD disease by integrating various publicly available datasets. We integrated data from druggable genomes, cis-expression quantitative trait loci (cis-eQTL)/cis-protein quantitative trait loci (cis-pQTL) in human blood and skeletal muscle tiss	Clinical rheumatology	2025		True
40771899	VOPP1 as a Novel Susceptibility Gene in Rheumatoid Arthritis: Insights Into Its Mechanisms From Mendelian Randomization and Experimental Validation.	Genetic factors are key determinants of vulnerability to rheumatoid arthritis (RA), a systemic inflammatory disease that causes inflammation, pain, swelling, and destruction of the joints. Expression quantitative trait loci (eQTLs) have been shown to detect novel disease-risk loci in previous studies. In this paper, we identified new susceptibility genes in RA and investigated their underlying mec	Journal of inflammation research	2025	PMC12327419	True
